post_id,target_username,author_username,created_at_jst,post_date_jst,tweet_url,text
2044093924223135962,4th_skywalker,4th_skywalker,2026-04-15 01:42:23,2026-04-15,https://x.com/4th_skywalker/status/2044093924223135962,👍 https://t.co/qzg7gbkDfg
2044095327633059897,4th_skywalker,4th_skywalker,2026-04-15 01:47:58,2026-04-15,https://x.com/4th_skywalker/status/2044095327633059897,すんごい勢いでオキャネふえてく☕ｱｯｶﾝｽｷﾞﾙｗｗｗ
2044095511330959543,4th_skywalker,4th_skywalker,2026-04-15 01:48:42,2026-04-15,https://x.com/4th_skywalker/status/2044095511330959543,"はい
どかーん🔥🚀🌕 https://t.co/N6Ybu8ZZk7"
2044095740209967493,4th_skywalker,4th_skywalker,2026-04-15 01:49:36,2026-04-15,https://x.com/4th_skywalker/status/2044095740209967493,まだかなあ💖 https://t.co/fjfPMJGcxm
2044095888583471240,4th_skywalker,4th_skywalker,2026-04-15 01:50:11,2026-04-15,https://x.com/4th_skywalker/status/2044095888583471240,"あーあーあー
ちょうよゆう☕ｶﾝﾀﾝｽｷﾞﾙｗｗｗ https://t.co/XiDVfoDl1Z"
2044096171438944300,4th_skywalker,4th_skywalker,2026-04-15 01:51:19,2026-04-15,https://x.com/4th_skywalker/status/2044096171438944300,"チャーツみえます？
チャーツ？ https://t.co/qI8qLUsDCH"
2044096671525843252,4th_skywalker,4th_skywalker,2026-04-15 01:53:18,2026-04-15,https://x.com/4th_skywalker/status/2044096671525843252,完璧なタイミングですねまたｗ☕ﾀﾞﾅｗ https://t.co/Yvr8EF9KPm
2044098180854554981,4th_skywalker,4th_skywalker,2026-04-15 01:59:18,2026-04-15,https://x.com/4th_skywalker/status/2044098180854554981,"そういや
S&amp;P500はやめたほうがいい
アメ株は半値になる
AIバボーは崩壊する
とか言ってた究極の馬鹿どこいったんじゃろ
ああ
ブロッコリーかミュートしてるからみえないんだたｗ☕ｱｯｶﾝｽｷﾞﾙｗｗｗ"
2044099146286805198,4th_skywalker,4th_skywalker,2026-04-15 02:03:08,2026-04-15,https://x.com/4th_skywalker/status/2044099146286805198,"量子というプレイヤーが参戦してまいりましたねえ
来年が量子元年
本番は２０３０年代だとおもいます☕ https://t.co/E6KAL0Kjns"
2044099401082384616,4th_skywalker,4th_skywalker,2026-04-15 02:04:09,2026-04-15,https://x.com/4th_skywalker/status/2044099401082384616,"いつものとは
日立、三菱電機、富士通、NEC
のことです☕ https://t.co/hmPHnVC1yK"
2044099763008852424,4th_skywalker,4th_skywalker,2026-04-15 02:05:35,2026-04-15,https://x.com/4th_skywalker/status/2044099763008852424,"オキサイド
QDレーザ
シグマ光機
はサブ小型なので
あまりムキにならない程度に☕ｿﾚﾊｿｳ"
2044101882738815346,4th_skywalker,4th_skywalker,2026-04-15 02:14:01,2026-04-15,https://x.com/4th_skywalker/status/2044101882738815346,"アメ株の量子はIONQだけみとけばいいかなもう
他のは勝ち組の香りしないんだよね
光量子コンピュータのサイクオンタムさんが勝ち組でしょ
なんつったって
エヌビディアさんが出資してますからね
んなもんどうみても最強じゃろ
あとはクエラ・コンピューティングくんとかですね☕ﾃﾞｽﾈｴw"
2044102423703368088,4th_skywalker,4th_skywalker,2026-04-15 02:16:10,2026-04-15,https://x.com/4th_skywalker/status/2044102423703368088,"とうわけなので
日本株で量子だとさっきの並びから
アメ株で量子はIONQだけみとく
デカいとこはググるさんとIBMさん
結局エヌビディア最強
ということでサイクオンタムくんの上場待ち
他も上場してくれば
という感じになります☕ｿｳﾅﾙﾈｗ"
2044104349383832039,4th_skywalker,4th_skywalker,2026-04-15 02:23:49,2026-04-15,https://x.com/4th_skywalker/status/2044104349383832039,"まぁ簡単に表現してしまいますと

・量子宇宙もエヌビディアが制覇する可能性アリ
・対抗はいつもGoogle
・量子も光が最強の可能性アリ
・日本企業はAIと同じく国産に走るが投資額で後手
・量子技術×AIは全てを破壊しにいくので、耐量子暗号技術が肝になってくる"
2044105060431667547,4th_skywalker,4th_skywalker,2026-04-15 02:26:38,2026-04-15,https://x.com/4th_skywalker/status/2044105060431667547,"ここはガチで最強候補なので
いちおう暗記☕ﾃﾞｽﾈｴｗ https://t.co/PPEQAVPSOw"
2044105622204100861,4th_skywalker,4th_skywalker,2026-04-15 02:28:52,2026-04-15,https://x.com/4th_skywalker/status/2044105622204100861,"ピースは３つあります
スペースXさんがきたら
あとは２つになります☕ﾃﾞｽﾈｴｗ https://t.co/M24O302s4c"
2044106119031992589,4th_skywalker,4th_skywalker,2026-04-15 02:30:51,2026-04-15,https://x.com/4th_skywalker/status/2044106119031992589,"まぁ
量子と核融合の勝者は
まだまだわかりませんけどね
どこかが一気に追い抜く可能性はもちあるしね
宇宙はもうスペースXさんを抜くのは無理ですね
ブルーオリジンさんが次点
ちいさいのでロケラボくんになりますな☕ﾃﾞｽﾈｴ"
2044106538835685701,4th_skywalker,4th_skywalker,2026-04-15 02:32:31,2026-04-15,https://x.com/4th_skywalker/status/2044106538835685701,"問題なのは
上場してきたときにはすでに超デカくなっちゃってることです
なので
出資している企業
主にメガテックや総合商社などへ投資しておくとよいのである☕ﾃﾞｽﾈｴ https://t.co/tnCEw8Bzm9"
2044106868877148493,4th_skywalker,4th_skywalker,2026-04-15 02:33:49,2026-04-15,https://x.com/4th_skywalker/status/2044106868877148493,とかね https://t.co/yqjCfUg6Yz
2044107354346795160,4th_skywalker,4th_skywalker,2026-04-15 02:35:45,2026-04-15,https://x.com/4th_skywalker/status/2044107354346795160,電線くんたちも核融合へ投資しておりますしね🍵ﾃﾞｽﾈｴｗ
2044107726373171301,4th_skywalker,4th_skywalker,2026-04-15 02:37:14,2026-04-15,https://x.com/4th_skywalker/status/2044107726373171301,とかね https://t.co/DM51CatHAY
2044107847051686247,4th_skywalker,4th_skywalker,2026-04-15 02:37:43,2026-04-15,https://x.com/4th_skywalker/status/2044107847051686247,とかさ https://t.co/dzikosCUR6
2044108106255475068,4th_skywalker,4th_skywalker,2026-04-15 02:38:44,2026-04-15,https://x.com/4th_skywalker/status/2044108106255475068,そゆことです https://t.co/KuiCEBZTcU
2044108345603436784,4th_skywalker,4th_skywalker,2026-04-15 02:39:41,2026-04-15,https://x.com/4th_skywalker/status/2044108345603436784,"あたしはとっくの父ちゃんで
これらすべての企業へ投資しております
なので安泰である☕ﾃﾞｽﾈｴｗ"
2044109034740154782,4th_skywalker,4th_skywalker,2026-04-15 02:42:26,2026-04-15,https://x.com/4th_skywalker/status/2044109034740154782,"ノンポジって
なにがしたいのかな
ナフサ御殿でも建てたいのかしら
無理だとおもうよｗ☕ｱｯｶﾝｽｷﾞﾙｗｗｗ https://t.co/W0biPvyhcl"
2044135200154882054,4th_skywalker,4th_skywalker,2026-04-15 04:26:24,2026-04-15,https://x.com/4th_skywalker/status/2044135200154882054,ふえかたが宇宙ラベルｗ☕ｱｯｶﾝｽｷﾞﾙｗｗｗ
2044136885669507098,4th_skywalker,4th_skywalker,2026-04-15 04:33:06,2026-04-15,https://x.com/4th_skywalker/status/2044136885669507098,"悲報

ノンポジくん終了のお知らせ"
2044138726084018533,4th_skywalker,4th_skywalker,2026-04-15 04:40:25,2026-04-15,https://x.com/4th_skywalker/status/2044138726084018533,"あーあーあー

すんごいすんごい

あーあーあー"
2044163410573795836,4th_skywalker,4th_skywalker,2026-04-15 06:18:30,2026-04-15,https://x.com/4th_skywalker/status/2044163410573795836,順調そのもの🍵ﾃﾞｽﾈｴｗ https://t.co/dycyLaTPxi
2044163624500113819,4th_skywalker,4th_skywalker,2026-04-15 06:19:21,2026-04-15,https://x.com/4th_skywalker/status/2044163624500113819,"まだたかが４００ドル台じゃろ
売るとか意味わからん
どうせ数千ドルになる
まぁみとれ🍵ﾃﾞｽﾖﾈｽｷﾞﾙｗｗｗ"
2044164554134040740,4th_skywalker,4th_skywalker,2026-04-15 06:23:03,2026-04-15,https://x.com/4th_skywalker/status/2044164554134040740,"さてと
トレテンサインの出たソフバンGを２階建てモチコしておるので
ちゃんとみとくかの🍵ｱｯｶﾝｽｷﾞﾙｗｗｗ"
2044165985532547432,4th_skywalker,4th_skywalker,2026-04-15 06:28:44,2026-04-15,https://x.com/4th_skywalker/status/2044165985532547432,"あたし言いましたからね
いちおう https://t.co/E1RIbhjeNv"
2044166793850490884,4th_skywalker,4th_skywalker,2026-04-15 06:31:57,2026-04-15,https://x.com/4th_skywalker/status/2044166793850490884,🚨 https://t.co/JD7vg9vmeH
2044171380376383699,4th_skywalker,4th_skywalker,2026-04-15 06:50:10,2026-04-15,https://x.com/4th_skywalker/status/2044171380376383699,糸の切れた凧のように舞い上がっていく https://t.co/vK4dMh6yNw
2044171419660226948,4th_skywalker,4th_skywalker,2026-04-15 06:50:19,2026-04-15,https://x.com/4th_skywalker/status/2044171419660226948,📝 https://t.co/vfDUYb2Z7K
2044171733771706475,4th_skywalker,4th_skywalker,2026-04-15 06:51:34,2026-04-15,https://x.com/4th_skywalker/status/2044171733771706475,"アメ株はやめたほうがいいとかぬかしておる究極のアホの言うことは
一切聞かないことです
馬鹿がうつるだけですよ https://t.co/LduSF9mwOo"
2044172117915418929,4th_skywalker,4th_skywalker,2026-04-15 06:53:06,2026-04-15,https://x.com/4th_skywalker/status/2044172117915418929,"底辺の雑魚と
俺たちは違うのです
いいねもう
奥さん💖🍵ﾃﾞｽﾈｴｗ https://t.co/ObKo5tAg9t"
2044174415882289443,4th_skywalker,4th_skywalker,2026-04-15 07:02:14,2026-04-15,https://x.com/4th_skywalker/status/2044174415882289443,"AIと量子技術が超進化しちゃうと
防衛の手段が限られてくる
最強のAIや最強の量子コンを持つ企業だけが
最強の防衛手段を提供できるようになる
つまり
AIでも量子でも
最強が最強になるので
けっきょく最強が最強なのである🍵ｲﾐﾜｶﾒｽｷﾞﾙwww"
2044174860952449467,4th_skywalker,4th_skywalker,2026-04-15 07:04:00,2026-04-15,https://x.com/4th_skywalker/status/2044174860952449467,"ああ
つまりね
サイバーセキュリティやってる企業とかは
全滅するとおもいます
それができるのは最強のAI企業と最強の量子企業だけになるからです
その他は全部ゴミになるんだ
これはどの分野でもそういうことが増えてくるじゃろね
なんでもそうなる可能性が高くなっておる"
2044175370308726955,4th_skywalker,4th_skywalker,2026-04-15 07:06:01,2026-04-15,https://x.com/4th_skywalker/status/2044175370308726955,"東証でサイバーセキュリティの企業なんて
もう買いませんよあたし
それができる可能性を持つのは
最大手だけです
それだって絶対じゃない
結局アメリカ企業に土下座かもしれない
メガテックにおんぶにだっこやもしれない
その確率のほうが高いくらいである"
2044176216664748042,4th_skywalker,4th_skywalker,2026-04-15 07:09:23,2026-04-15,https://x.com/4th_skywalker/status/2044176216664748042,"ですので
これからの投資はさらに
ゴミへ投資しないことが重要になってくる
すでにゴミはもう無視されておるわけじゃが
まだ甘い
そして最強が超最強になっておるが
さらに超絶最強になって
全てを支配します
超絶最強企業にしかできないことばかりになるからです
ゴミみたいな企業にできることはない"
2044177217299853583,4th_skywalker,4th_skywalker,2026-04-15 07:13:22,2026-04-15,https://x.com/4th_skywalker/status/2044177217299853583,"最後の１行が
最も重要になります
以上です🍵ﾌｻﾞｹﾙﾅﾃﾒｴｗｗｗ https://t.co/Hwgm8OIUic"
2044188712318492953,4th_skywalker,4th_skywalker,2026-04-15 07:59:02,2026-04-15,https://x.com/4th_skywalker/status/2044188712318492953,https://t.co/NtYHK1f7IX https://t.co/tyra3ua07q
2044189128783478807,4th_skywalker,4th_skywalker,2026-04-15 08:00:42,2026-04-15,https://x.com/4th_skywalker/status/2044189128783478807,https://t.co/OalsgYchLS https://t.co/VApHsVhgtn
2044189647941841138,4th_skywalker,4th_skywalker,2026-04-15 08:02:45,2026-04-15,https://x.com/4th_skywalker/status/2044189647941841138,"だからわたくしは基本的には
利益確定しないのですよ
それが最大の理由です☕ﾀﾞﾜﾅｗ https://t.co/7W17Zogg0Z"
2044190466711925204,4th_skywalker,4th_skywalker,2026-04-15 08:06:01,2026-04-15,https://x.com/4th_skywalker/status/2044190466711925204,"長く投資したいのであれば
なおさらそうなります
投資額を減らす行為はご法度なのである
その意識を持てば
投資への意識も変化します☕ｷﾓﾔﾅ"
2044191670322004247,4th_skywalker,4th_skywalker,2026-04-15 08:10:48,2026-04-15,https://x.com/4th_skywalker/status/2044191670322004247,"５００万円投資していたら
評価額が１０００万円になった
資金が２倍になったことではなくて
投資額を２倍にできたことが喜びなのである
それを確定してしまうと８００万円に減る
また投資するにしても
８００万円しか投資できないのです
せっかく１０００万円投資できていたのに"
2044192457471189468,4th_skywalker,4th_skywalker,2026-04-15 08:13:55,2026-04-15,https://x.com/4th_skywalker/status/2044192457471189468,"この意識を持てない人は
長期投資の神髄を理解していない人です
投資額を減らさず
投資額をひたすら膨らませる意識を持てる人こそ
投資の醍醐味を味わえる資格があるのである
売ってしまったらオシマイなんです
売らない人間しか勝たないんです
相場はね☕ｼﾝﾘｽｷﾞﾙｗｗｗ"
2044193059366465645,4th_skywalker,4th_skywalker,2026-04-15 08:16:19,2026-04-15,https://x.com/4th_skywalker/status/2044193059366465645,"じゃあ
投資額ってどういう時に増やすのか
というと
みんなが売っている時に増やします
つまり
株価が下落しているときに増やします
そういう時に増やして
あとはそのままです
それが投資の王道になります
あたしはそうしております☕ﾃﾞｽﾈｴｗ"
2044193878983721247,4th_skywalker,4th_skywalker,2026-04-15 08:19:34,2026-04-15,https://x.com/4th_skywalker/status/2044193878983721247,"１０００万円になったが
茶番がきて２０％下落し
評価額が８００万円になってしまった
そしたら
２００万円買い増しするのである
そしたらまたそのままです☕ｲﾂﾓｿｳｗ https://t.co/L1w8cGOl94"
2044194200309379232,4th_skywalker,4th_skywalker,2026-04-15 08:20:51,2026-04-15,https://x.com/4th_skywalker/status/2044194200309379232,"ざっくし
ポートフォリヲ全体で
そのようなイメージでやっております
下落して売るとかイミワカメさんです
下落したら買い増しです
アゲアゲの時はヒマです
ずっと一緒
あと３５年間は一緒☕ﾃﾞｽﾈｴｗ"
2044194534364721407,4th_skywalker,4th_skywalker,2026-04-15 08:22:10,2026-04-15,https://x.com/4th_skywalker/status/2044194534364721407,"あんね
ゴミでやったらダメだよ
ゴミはゴミになるので
買い増しとか無理だからｗ☕ｱｯｶﾝｽｷﾞﾙｗｗｗ"
2044196137683529795,4th_skywalker,4th_skywalker,2026-04-15 08:28:33,2026-04-15,https://x.com/4th_skywalker/status/2044196137683529795,🚨ソフバンG GU気配🚨 https://t.co/E8vWe2Nuxs https://t.co/JD7vg9vmeH
2044202747592155471,4th_skywalker,4th_skywalker,2026-04-15 08:54:49,2026-04-15,https://x.com/4th_skywalker/status/2044202747592155471,日本化学工業くんは量子ドット買い？🍵ｱｵﾘﾀﾞﾛｗ
2044203768682819993,4th_skywalker,4th_skywalker,2026-04-15 08:58:52,2026-04-15,https://x.com/4th_skywalker/status/2044203768682819993,"今日もやばそうね
ふえかたがｗ"
2044206677462020559,4th_skywalker,4th_skywalker,2026-04-15 09:10:26,2026-04-15,https://x.com/4th_skywalker/status/2044206677462020559,"湖北くんブレイクアウツ㊗

光"
2044206916986105858,4th_skywalker,4th_skywalker,2026-04-15 09:11:23,2026-04-15,https://x.com/4th_skywalker/status/2044206916986105858,"santecくんブレイクアウツ㊗

光"
2044207384940425660,4th_skywalker,4th_skywalker,2026-04-15 09:13:14,2026-04-15,https://x.com/4th_skywalker/status/2044207384940425660,日本化学工業くん連＠
2044208493843112433,4th_skywalker,4th_skywalker,2026-04-15 09:17:39,2026-04-15,https://x.com/4th_skywalker/status/2044208493843112433,https://t.co/Dq5YZ1jxom
2044208597970891070,4th_skywalker,4th_skywalker,2026-04-15 09:18:03,2026-04-15,https://x.com/4th_skywalker/status/2044208597970891070,https://t.co/AA3DHsPvlC
2044209000087232516,4th_skywalker,4th_skywalker,2026-04-15 09:19:39,2026-04-15,https://x.com/4th_skywalker/status/2044209000087232516,ブレイクアウツ㊗ https://t.co/opnecgs1WR
2044209631237681352,4th_skywalker,4th_skywalker,2026-04-15 09:22:10,2026-04-15,https://x.com/4th_skywalker/status/2044209631237681352,ベイカレントｓ㊗
2044210591179649130,4th_skywalker,4th_skywalker,2026-04-15 09:25:59,2026-04-15,https://x.com/4th_skywalker/status/2044210591179649130,光がテッカテカｗｗｗ
2044211414248870199,4th_skywalker,4th_skywalker,2026-04-15 09:29:15,2026-04-15,https://x.com/4th_skywalker/status/2044211414248870199,ソフバンG　ＺＨ🔥🚀🌕
2044213145477230854,4th_skywalker,4th_skywalker,2026-04-15 09:36:08,2026-04-15,https://x.com/4th_skywalker/status/2044213145477230854,"エンプラスさんブレイクアウツ㊗

光"
2044213917241725417,4th_skywalker,4th_skywalker,2026-04-15 09:39:12,2026-04-15,https://x.com/4th_skywalker/status/2044213917241725417,"富士通さん回復してきましたねえ
そりゃそうだ"
2044223072870527324,4th_skywalker,4th_skywalker,2026-04-15 10:15:35,2026-04-15,https://x.com/4th_skywalker/status/2044223072870527324,noteで書きたいことがありません🍵ｱｯｶﾝｽｷﾞﾙｗｗｗ
2044223508021162126,4th_skywalker,4th_skywalker,2026-04-15 10:17:18,2026-04-15,https://x.com/4th_skywalker/status/2044223508021162126,ゴールド加速
2044226699530002870,4th_skywalker,4th_skywalker,2026-04-15 10:29:59,2026-04-15,https://x.com/4th_skywalker/status/2044226699530002870,"ちなみに
あたしもう来週からいませんので
いちおう
帰還は５月の半ばまでには
くらいです🍵ﾋﾏﾃﾞｼｮｗ"
2044227048676466916,4th_skywalker,4th_skywalker,2026-04-15 10:31:22,2026-04-15,https://x.com/4th_skywalker/status/2044227048676466916,"GWまでおつかれさまでした
またGW明けたらすこしがんばりますね
すこーしだけね🍵ｳｿﾂｸﾅｗ"
2044227389182619830,4th_skywalker,4th_skywalker,2026-04-15 10:32:44,2026-04-15,https://x.com/4th_skywalker/status/2044227389182619830,"ああ
でも５月はそのあと四国にちと用事があり
そのあとにまた沖縄いくので
ほぼいないかも"
2044227669911580804,4th_skywalker,4th_skywalker,2026-04-15 10:33:51,2026-04-15,https://x.com/4th_skywalker/status/2044227669911580804,"６月は名古屋に用事
その後離島三昧予定
７月は北海道へ軽めにいきやす
８月はどこへもいかない
長野にいますｗ🍵ﾋﾏﾃﾞｼｮｗ"
2044228201376059547,4th_skywalker,4th_skywalker,2026-04-15 10:35:57,2026-04-15,https://x.com/4th_skywalker/status/2044228201376059547,"９月以降はいたりいなかったりになりそう
予定がビッシリ詰まっていて
ちと削ろうかなみたいな状況ですね
最近けっこうザラバいたけど
これは珍しいほうですので
あたしｗ🍵ｿﾚﾊｿｳｗｗｗ"
2044228894061146161,4th_skywalker,4th_skywalker,2026-04-15 10:38:42,2026-04-15,https://x.com/4th_skywalker/status/2044228894061146161,"そゆわけなんで
そろそろプールへおば🍵ﾏﾀﾈｰ"
